,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8245428164100848,0.8243668953565811,0.8247815630381667,8.180645798448105e-05
1,jaccard(top_bow),0.8245506906143147,0.8242930480670385,0.8248878140410429,0.00011163300021574387
2,jaccard(top_tfidf),0.8245872507684991,0.8243259235414424,0.8249230591046475,0.00011891494662622585
3,jaccard(w2v_sif),0.8245356719563799,0.824302277121089,0.8248981658408849,0.00012964787792109437
4,jaccard(w2v_weighted),0.8245364071725239,0.8241485178401196,0.8247805685204445,0.00010679647899281542
5,sas(bert),0.003857894736842106,-0.00618421052631579,0.01486842105263158,0.004303648591287569
6,sas(top_bow),0.0147,0.00013157894736842007,0.03171052631578947,0.00667542444989248
7,sas(top_tfidf),0.004552631578947367,-0.008289473684210527,0.019078947368421053,0.004782987469914275
8,sas(w2v_sif),0.029373684210526302,0.01276315789473684,0.05486842105263158,0.008697714759206209
9,sas(w2v_weighted),0.027247368421052638,0.006447368421052632,0.052763157894736845,0.008228962792878367
