,scoreType,score
0,sas(bert),0.027272727272727275
1,sas(bert),-0.003030303030303029
2,sas(bert),0.027272727272727275
3,sas(bert),-0.003030303030303029
4,sas(bert),-0.003030303030303029
5,sas(bert),-0.003030303030303029
6,sas(bert),-0.003030303030303029
7,sas(bert),0.027272727272727275
8,sas(bert),-0.003030303030303029
9,sas(bert),-0.003030303030303029
10,sas(bert),-0.003030303030303029
11,sas(bert),-0.003030303030303029
12,sas(bert),-0.003030303030303029
13,sas(bert),-0.003030303030303029
14,sas(bert),-0.003030303030303029
15,sas(bert),-0.003030303030303029
16,sas(bert),-0.003030303030303029
17,sas(bert),-0.003030303030303029
18,sas(bert),-0.003030303030303029
19,sas(bert),-0.003030303030303029
20,sas(bert),-0.003030303030303029
21,sas(bert),0.05757575757575758
22,sas(bert),-0.003030303030303029
23,sas(bert),0.027272727272727275
24,sas(bert),0.027272727272727275
25,sas(bert),-0.003030303030303029
26,sas(bert),-0.003030303030303029
27,sas(bert),-0.003030303030303029
28,sas(bert),-0.003030303030303029
29,sas(bert),-0.003030303030303029
30,sas(bert),-0.003030303030303029
31,sas(bert),-0.003030303030303029
32,sas(bert),-0.003030303030303029
33,sas(bert),-0.003030303030303029
34,sas(bert),-0.003030303030303029
35,sas(bert),-0.003030303030303029
36,sas(bert),-0.003030303030303029
37,sas(bert),0.05757575757575758
38,sas(bert),-0.003030303030303029
39,sas(bert),-0.003030303030303029
40,sas(bert),-0.003030303030303029
41,sas(bert),-0.003030303030303029
42,sas(bert),-0.003030303030303029
43,sas(bert),-0.003030303030303029
44,sas(bert),-0.003030303030303029
45,sas(bert),-0.003030303030303029
46,sas(bert),-0.003030303030303029
47,sas(bert),-0.003030303030303029
48,sas(bert),-0.003030303030303029
49,sas(bert),-0.003030303030303029
50,sas(bert),0.027272727272727275
51,sas(bert),-0.003030303030303029
52,sas(bert),-0.003030303030303029
53,sas(bert),0.027272727272727275
54,sas(bert),-0.003030303030303029
55,sas(bert),-0.003030303030303029
56,sas(bert),-0.003030303030303029
57,sas(bert),-0.003030303030303029
58,sas(bert),-0.003030303030303029
59,sas(bert),-0.003030303030303029
60,sas(bert),-0.003030303030303029
61,sas(bert),0.027272727272727275
62,sas(bert),-0.003030303030303029
63,sas(bert),-0.003030303030303029
64,sas(bert),0.027272727272727275
65,sas(bert),-0.003030303030303029
66,sas(bert),-0.003030303030303029
67,sas(bert),-0.003030303030303029
68,sas(bert),0.027272727272727275
69,sas(bert),-0.003030303030303029
70,sas(bert),0.027272727272727275
71,sas(bert),-0.003030303030303029
72,sas(bert),-0.003030303030303029
73,sas(bert),-0.003030303030303029
74,sas(bert),0.027272727272727275
75,sas(bert),0.027272727272727275
76,sas(bert),-0.003030303030303029
77,sas(bert),-0.003030303030303029
78,sas(bert),-0.003030303030303029
79,sas(bert),0.05757575757575758
80,sas(bert),0.027272727272727275
81,sas(bert),0.027272727272727275
82,sas(bert),-0.003030303030303029
83,sas(bert),-0.003030303030303029
84,sas(bert),-0.003030303030303029
85,sas(bert),0.027272727272727275
86,sas(bert),-0.003030303030303029
87,sas(bert),-0.003030303030303029
88,sas(bert),0.027272727272727275
89,sas(bert),-0.003030303030303029
90,sas(bert),-0.003030303030303029
91,sas(bert),0.027272727272727275
92,sas(bert),-0.003030303030303029
93,sas(bert),0.027272727272727275
94,sas(bert),-0.003030303030303029
95,sas(bert),-0.003030303030303029
96,sas(bert),-0.003030303030303029
97,sas(bert),-0.003030303030303029
98,sas(bert),0.027272727272727275
99,sas(bert),0.027272727272727275
100,sas(top_tfidf),0.027272727272727275
101,sas(top_tfidf),-0.03333333333333333
102,sas(top_tfidf),-0.03333333333333333
103,sas(top_tfidf),-0.003030303030303029
104,sas(top_tfidf),-0.003030303030303029
105,sas(top_tfidf),-0.003030303030303029
106,sas(top_tfidf),-0.03333333333333333
107,sas(top_tfidf),0.05757575757575758
108,sas(top_tfidf),-0.003030303030303029
109,sas(top_tfidf),-0.003030303030303029
110,sas(top_tfidf),0.027272727272727275
111,sas(top_tfidf),-0.03333333333333333
112,sas(top_tfidf),0.05757575757575758
113,sas(top_tfidf),0.027272727272727275
114,sas(top_tfidf),-0.03333333333333333
115,sas(top_tfidf),0.027272727272727275
116,sas(top_tfidf),-0.003030303030303029
117,sas(top_tfidf),-0.003030303030303029
118,sas(top_tfidf),-0.003030303030303029
119,sas(top_tfidf),0.05757575757575758
120,sas(top_tfidf),-0.003030303030303029
121,sas(top_tfidf),-0.003030303030303029
122,sas(top_tfidf),0.027272727272727275
123,sas(top_tfidf),-0.03333333333333333
124,sas(top_tfidf),-0.03333333333333333
125,sas(top_tfidf),-0.003030303030303029
126,sas(top_tfidf),-0.003030303030303029
127,sas(top_tfidf),0.05757575757575758
128,sas(top_tfidf),0.027272727272727275
129,sas(top_tfidf),0.1181818181818182
130,sas(top_tfidf),0.08787878787878789
131,sas(top_tfidf),-0.03333333333333333
132,sas(top_tfidf),0.027272727272727275
133,sas(top_tfidf),-0.03333333333333333
134,sas(top_tfidf),-0.003030303030303029
135,sas(top_tfidf),-0.003030303030303029
136,sas(top_tfidf),0.027272727272727275
137,sas(top_tfidf),0.05757575757575758
138,sas(top_tfidf),-0.03333333333333333
139,sas(top_tfidf),-0.003030303030303029
140,sas(top_tfidf),0.027272727272727275
141,sas(top_tfidf),0.027272727272727275
142,sas(top_tfidf),-0.03333333333333333
143,sas(top_tfidf),0.027272727272727275
144,sas(top_tfidf),-0.003030303030303029
145,sas(top_tfidf),-0.03333333333333333
146,sas(top_tfidf),0.05757575757575758
147,sas(top_tfidf),-0.03333333333333333
148,sas(top_tfidf),-0.03333333333333333
149,sas(top_tfidf),-0.03333333333333333
150,sas(top_tfidf),-0.003030303030303029
151,sas(top_tfidf),-0.003030303030303029
152,sas(top_tfidf),0.08787878787878789
153,sas(top_tfidf),0.027272727272727275
154,sas(top_tfidf),-0.003030303030303029
155,sas(top_tfidf),0.027272727272727275
156,sas(top_tfidf),0.027272727272727275
157,sas(top_tfidf),-0.03333333333333333
158,sas(top_tfidf),0.027272727272727275
159,sas(top_tfidf),-0.003030303030303029
160,sas(top_tfidf),0.05757575757575758
161,sas(top_tfidf),-0.003030303030303029
162,sas(top_tfidf),0.027272727272727275
163,sas(top_tfidf),-0.003030303030303029
164,sas(top_tfidf),-0.003030303030303029
165,sas(top_tfidf),0.08787878787878789
166,sas(top_tfidf),0.027272727272727275
167,sas(top_tfidf),0.027272727272727275
168,sas(top_tfidf),-0.03333333333333333
169,sas(top_tfidf),-0.003030303030303029
170,sas(top_tfidf),-0.003030303030303029
171,sas(top_tfidf),-0.03333333333333333
172,sas(top_tfidf),0.05757575757575758
173,sas(top_tfidf),-0.03333333333333333
174,sas(top_tfidf),0.05757575757575758
175,sas(top_tfidf),-0.003030303030303029
176,sas(top_tfidf),0.027272727272727275
177,sas(top_tfidf),-0.03333333333333333
178,sas(top_tfidf),-0.003030303030303029
179,sas(top_tfidf),-0.003030303030303029
180,sas(top_tfidf),0.027272727272727275
181,sas(top_tfidf),0.027272727272727275
182,sas(top_tfidf),-0.003030303030303029
183,sas(top_tfidf),-0.03333333333333333
184,sas(top_tfidf),-0.003030303030303029
185,sas(top_tfidf),0.05757575757575758
186,sas(top_tfidf),-0.003030303030303029
187,sas(top_tfidf),-0.03333333333333333
188,sas(top_tfidf),0.027272727272727275
189,sas(top_tfidf),0.027272727272727275
190,sas(top_tfidf),-0.003030303030303029
191,sas(top_tfidf),-0.03333333333333333
192,sas(top_tfidf),0.05757575757575758
193,sas(top_tfidf),0.05757575757575758
194,sas(top_tfidf),0.027272727272727275
195,sas(top_tfidf),0.027272727272727275
196,sas(top_tfidf),-0.03333333333333333
197,sas(top_tfidf),0.027272727272727275
198,sas(top_tfidf),0.027272727272727275
199,sas(top_tfidf),0.05757575757575758
200,sas(top_bow),-0.003030303030303029
201,sas(top_bow),-0.03333333333333333
202,sas(top_bow),-0.03333333333333333
203,sas(top_bow),-0.003030303030303029
204,sas(top_bow),0.05757575757575758
205,sas(top_bow),-0.003030303030303029
206,sas(top_bow),-0.003030303030303029
207,sas(top_bow),-0.03333333333333333
208,sas(top_bow),0.05757575757575758
209,sas(top_bow),0.027272727272727275
210,sas(top_bow),0.027272727272727275
211,sas(top_bow),0.027272727272727275
212,sas(top_bow),0.027272727272727275
213,sas(top_bow),-0.003030303030303029
214,sas(top_bow),-0.03333333333333333
215,sas(top_bow),-0.003030303030303029
216,sas(top_bow),0.027272727272727275
217,sas(top_bow),0.05757575757575758
218,sas(top_bow),0.027272727272727275
219,sas(top_bow),-0.003030303030303029
220,sas(top_bow),0.027272727272727275
221,sas(top_bow),0.027272727272727275
222,sas(top_bow),-0.003030303030303029
223,sas(top_bow),-0.03333333333333333
224,sas(top_bow),-0.003030303030303029
225,sas(top_bow),-0.003030303030303029
226,sas(top_bow),-0.03333333333333333
227,sas(top_bow),-0.003030303030303029
228,sas(top_bow),0.027272727272727275
229,sas(top_bow),0.027272727272727275
230,sas(top_bow),-0.003030303030303029
231,sas(top_bow),-0.03333333333333333
232,sas(top_bow),-0.003030303030303029
233,sas(top_bow),0.05757575757575758
234,sas(top_bow),-0.003030303030303029
235,sas(top_bow),-0.003030303030303029
236,sas(top_bow),0.05757575757575758
237,sas(top_bow),-0.003030303030303029
238,sas(top_bow),0.08787878787878789
239,sas(top_bow),-0.003030303030303029
240,sas(top_bow),-0.003030303030303029
241,sas(top_bow),-0.003030303030303029
242,sas(top_bow),-0.003030303030303029
243,sas(top_bow),0.027272727272727275
244,sas(top_bow),0.027272727272727275
245,sas(top_bow),-0.003030303030303029
246,sas(top_bow),-0.003030303030303029
247,sas(top_bow),-0.03333333333333333
248,sas(top_bow),-0.003030303030303029
249,sas(top_bow),-0.003030303030303029
250,sas(top_bow),-0.003030303030303029
