,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.06946032722707556,0.06889665258954178,0.070141300280849,0.00026335104989909873
1,jaccard(top_bow),0.06988759947082016,0.06922552665594041,0.07093250533716458,0.00031366456708537314
2,jaccard(top_tfidf),0.0697773448716807,0.0690746144931355,0.07066645187195407,0.0002995097079424828
3,jaccard(w2v_sif),0.07043953343069806,0.06966939101157486,0.07123225025661159,0.0003638062191892128
4,jaccard(w2v_weighted),0.07021631111866782,0.0692351931429554,0.07095555178817058,0.0003370496351612077
5,sas(bert),-0.010476190476190477,-0.03333333333333333,0.10952380952380952,0.05263613559678152
6,sas(top_bow),0.2309523809523813,-0.03333333333333333,0.8238095238095238,0.1455376231516384
7,sas(top_tfidf),-0.01761904761904766,-0.03333333333333333,0.10952380952380952,0.04492371967646002
8,sas(w2v_sif),0.5609523809523803,0.10952380952380952,0.9666666666666667,0.2767124489915881
9,sas(w2v_weighted),0.17380952380952375,-0.03333333333333333,0.5380952380952381,0.12413377453627415
