,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.04787699724484991,0.04765279614016778,0.048243545479478296,0.00011072505871685883
1,jaccard(top_bow),0.048113576866057946,0.04782243882089315,0.04860813169448691,0.00014065765086474733
2,jaccard(top_tfidf),0.04804489883728141,0.04779194294585026,0.048610503850118184,0.0001494940391050678
3,jaccard(w2v_sif),0.04850555204828218,0.048165922130188,0.048848962151725614,0.00014509088679675848
4,jaccard(w2v_weighted),0.048348836888842596,0.04804073967567214,0.04876216860368758,0.0001620817162344254
5,sas(bert),0.055857142857142834,-0.16666666666666666,0.40476190476190477,0.13003171044991846
6,sas(top_bow),0.3304761904761906,-0.023809523809523808,0.8333333333333334,0.2817034498236539
7,sas(top_tfidf),-0.0352380952380952,-0.16666666666666666,0.26190476190476186,0.09880756791471589
8,sas(w2v_sif),0.7633333333333333,0.11904761904761904,0.8333333333333334,0.17989552386109184
9,sas(w2v_weighted),0.679047619047619,0.26190476190476186,0.8333333333333334,0.16329931618554525
