,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.06975180019548048,0.06901052041556369,0.07040647339675156,0.00030545231657475356
1,jaccard(top_bow),0.06993342171124899,0.06922519505495975,0.07092605061187367,0.0003138393608698239
2,jaccard(top_tfidf),0.06981674812531401,0.06919509654592058,0.07061707994469826,0.00029987476486575097
3,jaccard(w2v_sif),0.07033521019437992,0.06943251726055187,0.07128078645631661,0.0003505110727071176
4,jaccard(w2v_weighted),0.07019369348940302,0.06956926311736386,0.07099894814048235,0.0003192038363478265
5,sas(bert),0.06666666666666667,-0.03333333333333333,0.3952380952380952,0.10839813009133258
6,sas(top_bow),0.26523809523809566,-0.03333333333333333,0.8238095238095238,0.16128606001775322
7,sas(top_tfidf),-0.017619047619047666,-0.03333333333333333,0.10952380952380952,0.044923719676460014
8,sas(w2v_sif),0.5266666666666664,-0.03333333333333333,0.9666666666666667,0.3123777848007494
9,sas(w2v_weighted),0.20238095238095255,-0.03333333333333333,0.5380952380952381,0.12578346515816138
