,func_name,time_elapsed(s)
0,"clust_any_ref(8800, top_tfidf, 50) ", 2.044144661
1,"clust_any_ref(8800, top_bow, 50) ", 1.7884510279999999
2,"clust_any_ref(8800, w2v_weighted, 50) ", 2.92971004
3,"clust_any_ref(8800, w2v_sif, 50) ", 2.660559318999999
4,"score_sas(8800, top_tfidf, 50) ", 0.003559789000000535
5,"score_jaccard(8800, top_tfidf, 50) ", 14.80800808
6,"score_sas(8800, top_bow, 50) ", 0.0026665660000020353
7,"score_jaccard(8800, top_bow, 50) ", 14.860480509000002
8,"score_sas(8800, w2v_weighted, 50) ", 0.0028948020000001407
9,"score_jaccard(8800, w2v_weighted, 50) ", 15.306567348999998
10,"score_sas(8800, w2v_sif, 50) ", 0.002612995999996315
11,"score_jaccard(8800, w2v_sif, 50) ", 15.12586121799999
12,"clust_any_ref(8800, top_tfidf, 50) ", 1.416368269000003
13,"clust_any_ref(8800, top_bow, 50) ", 1.5204590999999965
14,"clust_any_ref(8800, w2v_weighted, 50) ", 2.5577029570000036
15,"clust_any_ref(8800, w2v_sif, 50) ", 2.5696521010000026
16,"score_sas(8800, top_tfidf, 50) ", 0.0025537589999942156
17,"score_jaccard(8800, top_tfidf, 50) ", 15.099352513
18,"score_sas(8800, top_bow, 50) ", 0.0031570479999913914
19,"score_jaccard(8800, top_bow, 50) ", 15.208214900000002
20,"score_sas(8800, w2v_weighted, 50) ", 0.003241051000003381
21,"score_jaccard(8800, w2v_weighted, 50) ", 15.14331530199999
22,"score_sas(8800, w2v_sif, 50) ", 0.0027388590000043678
23,"score_jaccard(8800, w2v_sif, 50) ", 15.183141118999998
24,"clust_any_ref(8800, top_tfidf, 50) ", 1.5065861470000073
25,"clust_any_ref(8800, top_bow, 50) ", 1.4652875879999954
26,"clust_any_ref(8800, w2v_weighted, 50) ", 2.5471746139999993
27,"clust_any_ref(8800, w2v_sif, 50) ", 2.7128644629999883
28,"score_sas(8800, top_tfidf, 50) ", 0.002790471999986721
29,"score_jaccard(8800, top_tfidf, 50) ", 14.576823844999979
30,"score_sas(8800, top_bow, 50) ", 0.0029107180000096378
31,"score_jaccard(8800, top_bow, 50) ", 15.513232930000015
32,"score_sas(8800, w2v_weighted, 50) ", 0.004121091999991222
33,"score_jaccard(8800, w2v_weighted, 50) ", 15.661304089999987
34,"score_sas(8800, w2v_sif, 50) ", 0.0027914240000086465
35,"score_jaccard(8800, w2v_sif, 50) ", 15.165102542999989
36,"clust_any_ref(8800, top_tfidf, 50) ", 1.5529623919999835
37,"clust_any_ref(8800, top_bow, 50) ", 1.504200021999992
38,"clust_any_ref(8800, w2v_weighted, 50) ", 2.579186223999983
39,"clust_any_ref(8800, w2v_sif, 50) ", 2.647971609999985
40,"score_sas(8800, top_tfidf, 50) ", 0.0034873270000161938
41,"score_jaccard(8800, top_tfidf, 50) ", 15.171135634000024
42,"score_sas(8800, top_bow, 50) ", 0.0029601930000069387
43,"score_jaccard(8800, top_bow, 50) ", 15.27556124199998
44,"score_sas(8800, w2v_weighted, 50) ", 0.0031003430000282606
