,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8246621018773611,0.8244264546096931,0.8250682826160899,0.00014501731782562118
1,jaccard(top_bow),0.8246834518388617,0.8244036045871522,0.8250543762668007,0.0001282799530882141
2,jaccard(top_tfidf),0.8247213315441995,0.8242747275866127,0.8249951287912013,0.0001281557498813583
3,jaccard(w2v_sif),0.8246622717875638,0.8243805238693274,0.8250895299311573,0.000123469901418097
4,jaccard(w2v_weighted),0.8246731795034243,0.8243652774257249,0.8249891739006168,0.0001305058011944896
5,sas(bert),0.0067669172932330835,-0.007969924812030075,0.023609022556390982,0.006487131773594212
6,sas(top_bow),0.016556390977443602,0.002556390977443609,0.0362406015037594,0.006949430203299823
7,sas(top_tfidf),0.004451127819548873,-0.007969924812030075,0.025714285714285717,0.005712846528841837
8,sas(w2v_sif),0.03114586466165413,0.013082706766917295,0.05097744360902256,0.008298847471691715
9,sas(w2v_weighted),0.030282706766917293,0.010977443609022556,0.05518796992481203,0.00811266810330867
