,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8236751070922703,0.8234755124194042,0.8238721499314468,7.982442178753464e-05
1,jaccard(top_bow),0.8237231688843859,0.8235321543790791,0.823984177232003,8.526651627875039e-05
2,jaccard(top_tfidf),0.8237653704511376,0.8235101299732768,0.8240686491542185,9.907231204078433e-05
3,jaccard(w2v_sif),0.8237436554498416,0.8235398141048738,0.8239805089037665,8.715490767142175e-05
4,jaccard(w2v_weighted),0.8237717134020265,0.82361424759896,0.8240691196615746,8.893376271793584e-05
5,sas(bert),0.011298245614035094,-0.0143859649122807,0.03192982456140351,0.00970536025811119
6,sas(top_bow),0.023592982456140343,0.00035087719298245584,0.05087719298245614,0.009865124737438906
7,sas(top_tfidf),0.005424561403508773,-0.0143859649122807,0.021403508771929827,0.007100593105625999
8,sas(w2v_sif),0.05331929824561404,0.025614035087719297,0.08035087719298245,0.012897154998987529
9,sas(w2v_weighted),0.04748771929824562,0.021403508771929827,0.09929824561403511,0.0139097915960968
