,sas(bert),sas(top_tfidf),sas(top_bow),sas(w2v_weighted),sas(w2v_sif),jaccard(bert),jaccard(top_tfidf),jaccard(top_bow),jaccard(w2v_weighted),jaccard(w2v_sif)
0,0.01298245614035088,0.01298245614035088,0.015087719298245615,0.034035087719298245,0.04666666666666667,0.8235344948726753,0.8238091190433391,0.8236866014064503,0.8238035525096746,0.8239222191207896
1,0.00035087719298245584,-0.0017543859649122792,0.008771929824561403,0.03192982456140351,0.06771929824561404,0.8235728412992438,0.8237459453649344,0.8239384056050599,0.8237947401321004,0.8236348973199678
2,0.010877192982456138,-0.005964912280701753,0.038245614035087715,0.04666666666666667,0.06982456140350876,0.8238374987012149,0.8236950486272737,0.8237370717644474,0.8238265569763971,0.8238134844001955
3,-0.005964912280701753,0.015087719298245615,0.01298245614035088,0.023508771929824562,0.038245614035087715,0.8237147872589677,0.8238090861377894,0.8237622097057286,0.823738201810271,0.8237145871038026
4,0.015087719298245615,0.00035087719298245584,0.023508771929824562,0.038245614035087715,0.07614035087719298,0.8237372819242897,0.8238841797657042,0.8236387842103169,0.8238467661073022,0.8239601023078266
5,0.01298245614035088,0.008771929824561403,0.03614035087719298,0.048771929824561404,0.03614035087719298,0.8238204676598532,0.8238355474925729,0.8237350697074312,0.8237761185031917,0.8235398141048738
6,0.01298245614035088,-0.010175438596491226,0.01298245614035088,0.048771929824561404,0.044561403508771934,0.8237101572890148,0.8236059752197794,0.8235808257145366,0.8236614689542467,0.8236243497937658
7,0.029824561403508774,0.010877192982456138,0.029824561403508774,0.052982456140350874,0.06350877192982457,0.8236278995708847,0.8237904822651356,0.8238195193721912,0.8237432194928794,0.8238338710403883
8,0.010877192982456138,0.002456140350877191,0.021403508771929827,0.05929824561403509,0.04035087719298245,0.8236896736767688,0.8238053072487962,0.8237685508266572,0.82361424759896,0.8237428261816844
9,0.01298245614035088,0.01298245614035088,0.03192982456140351,0.038245614035087715,0.025614035087719297,0.8236470786176474,0.823731226320419,0.8238106821001997,0.8237465064759386,0.8236505209361766
10,0.004561403508771933,0.01298245614035088,0.04035087719298245,0.0424561403508772,0.05719298245614036,0.8235903752692572,0.82371510796131,0.8236633914934,0.8239218647424111,0.8237899460600289
11,0.01298245614035088,0.002456140350877191,0.023508771929824562,0.0424561403508772,0.04035087719298245,0.8235745233251853,0.8237897219080816,0.8236248092096919,0.8236802619199396,0.8238241336698583
12,0.008771929824561403,0.01719298245614035,0.023508771929824562,0.027719298245614032,0.06771929824561404,0.8236484931431495,0.8237409903468552,0.8236622732564488,0.8237302865208302,0.8237058371202373
13,-0.008070175438596491,-0.005964912280701753,0.04035087719298245,0.07824561403508773,0.03614035087719298,0.823716440140483,0.8237369639431429,0.8236913655516508,0.823696491163131,0.8236602294761066
14,0.004561403508771933,-0.0038596491228070177,0.025614035087719297,0.09929824561403511,0.05719298245614036,0.8236547832918645,0.8237588218415746,0.823694068077381,0.8237334919210683,0.8237121152649327
15,0.010877192982456138,0.010877192982456138,0.015087719298245615,0.029824561403508774,0.06350877192982457,0.8237413985903155,0.8237913254332756,0.8235691990460665,0.8236766706950881,0.8237869135587593
16,0.010877192982456138,0.010877192982456138,0.01298245614035088,0.048771929824561404,0.05719298245614036,0.8237752978117014,0.8237803150310966,0.823808351677355,0.823799797174837,0.8237796169198218
17,0.008771929824561403,0.021403508771929827,0.015087719298245615,0.025614035087719297,0.044561403508771934,0.8235764686810169,0.8238561127944074,0.8237187703409319,0.8237263723569572,0.8236425860462608
18,0.006666666666666668,0.008771929824561403,0.023508771929824562,0.04666666666666667,0.05929824561403509,0.8237280979611419,0.8238370531628305,0.8237747454517731,0.8237425917224175,0.8238668647925949
19,0.00035087719298245584,0.015087719298245615,0.029824561403508774,0.052982456140350874,0.052982456140350874,0.8237354514504995,0.8236233968290826,0.8237422087397188,0.8236960668344471,0.8237043701299862
20,0.002456140350877191,0.010877192982456138,0.021403508771929827,0.04666666666666667,0.05929824561403509,0.8236932856219549,0.8236413687104923,0.8236049763718876,0.8238058097645367,0.8236119891013006
21,0.01719298245614035,0.008771929824561403,0.006666666666666668,0.027719298245614032,0.048771929824561404,0.8237219599203448,0.8239606545003977,0.823984177232003,0.8237307750942607,0.8238089886397042
22,0.01719298245614035,0.004561403508771933,0.00035087719298245584,0.03192982456140351,0.0424561403508772,0.8237859750808961,0.8238148803171549,0.8237425669009942,0.8236867581282282,0.8239692201107844
23,0.01719298245614035,0.010877192982456138,0.021403508771929827,0.052982456140350874,0.0424561403508772,0.8236302644750261,0.823740798621414,0.8236806301021974,0.8238290844023978,0.8238281014793221
24,0.006666666666666668,0.010877192982456138,0.025614035087719297,0.03192982456140351,0.05508771929824561,0.8235731178675385,0.823802732337388,0.8237498160555892,0.823913070949085,0.8237275975773772
25,0.010877192982456138,0.00035087719298245584,0.025614035087719297,0.038245614035087715,0.05087719298245614,0.8238656981352568,0.8238623531375318,0.8237098410586242,0.8237653750108547,0.8236826746407643
26,0.03192982456140351,0.006666666666666668,0.027719298245614032,0.0424561403508772,0.05929824561403509,0.8236514075310903,0.8237631777280219,0.8236685474831151,0.8236372426449639,0.8238362277918713
27,0.019298245614035085,-0.010175438596491226,0.008771929824561403,0.06350877192982457,0.052982456140350874,0.8237690727376902,0.8235777812976435,0.8236881939764295,0.823751203586435,0.8237161286926511
28,0.019298245614035085,0.004561403508771933,0.021403508771929827,0.048771929824561404,0.05719298245614036,0.8237930073609858,0.8237605027457929,0.8236806427155774,0.8237626549814934,0.8237389175172545
29,0.015087719298245615,-0.0038596491228070177,0.038245614035087715,0.052982456140350874,0.06350877192982457,0.8236962462740807,0.8236718675001226,0.8237282664662395,0.8238206526814802,0.8237193240925299
30,0.01298245614035088,0.019298245614035085,0.025614035087719297,0.04035087719298245,0.08035087719298245,0.8236297894796267,0.8236572960553065,0.823710766347182,0.8240044862763685,0.8237160939436681
31,0.004561403508771933,0.01298245614035088,0.015087719298245615,0.044561403508771934,0.048771929824561404,0.8236520136658226,0.823777045022681,0.8237103123883804,0.823785731953445,0.8235933044850247
