,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.05329843250406106,0.05272415644068469,0.053741270046297605,0.00020003147718150428
1,jaccard(top_bow),0.05316056534812875,0.05267318825807883,0.05361189925965171,0.00015596594150337493
2,jaccard(top_tfidf),0.05313800464276626,0.052726790190269275,0.05366466646423722,0.0002015627294635439
3,jaccard(w2v_sif),0.05374043808112172,0.053293886086524626,0.05418024147186086,0.00018835443292893373
4,jaccard(w2v_weighted),0.05374140359630587,0.05314421522858049,0.05432456845382654,0.00021188625157959832
5,sas(bert),0.007272727272727267,-0.03333333333333333,0.1181818181818182,0.03314497243569153
6,sas(top_bow),0.010606060606060605,-0.03333333333333333,0.08787878787878789,0.034288023142788976
7,sas(top_tfidf),0.00696969696969697,-0.03333333333333333,0.08787878787878789,0.02891045705751783
8,sas(w2v_sif),0.06121212121212124,-0.03333333333333333,0.1787878787878788,0.043771514678072485
9,sas(w2v_weighted),0.04878787878787882,-0.03333333333333333,0.1484848484848485,0.043986074440578365
