,sas(bert),sas(top_tfidf),sas(top_bow),sas(w2v_weighted),sas(w2v_sif),jaccard(bert),jaccard(top_tfidf),jaccard(top_bow),jaccard(w2v_weighted),jaccard(w2v_sif)
0,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.3952380952380952,0.06972003195042434,0.06970479963492321,0.0704412324464751,0.07024000798870136,0.07020486962939315
1,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.5380952380952381,0.06942172067452708,0.06974423527959812,0.0699998636757615,0.06984950764997928,0.07128078645631661
2,0.2523809523809524,-0.03333333333333333,0.10952380952380952,0.2523809523809524,0.9666666666666667,0.0698834505067174,0.07008092795306606,0.07000527774463684,0.06991524022712607,0.07080216052089265
3,0.10952380952380952,-0.03333333333333333,0.3952380952380952,0.3952380952380952,0.8238095238095238,0.06981971974084913,0.0696484776365091,0.07021804975692117,0.07059743891242717,0.07069907662671802
4,0.10952380952380952,0.10952380952380952,0.10952380952380952,0.2523809523809524,0.8238095238095238,0.06993966262111655,0.06984379477568298,0.0696674318718788,0.06987098523263766,0.0708404620799965
5,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,-0.03333333333333333,0.9666666666666667,0.0693859913890296,0.06985196540902452,0.06976916845666734,0.06962649857553295,0.07027104129065165
6,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.3952380952380952,0.0694815358734528,0.06973509471207295,0.06986464855987243,0.06995836983590635,0.07030870356242411
7,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.8238095238095238,0.06959310744931609,0.06989080441953462,0.06987357716846233,0.07042540028247371,0.07017420947835787
8,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.9666666666666667,0.06994880794628454,0.06989481916614601,0.0703224170976543,0.06991287787287034,0.07030850229096762
9,-0.03333333333333333,0.10952380952380952,0.2523809523809524,0.2523809523809524,0.3952380952380952,0.06973842090924064,0.06977099883113637,0.06962914692527021,0.07049909654203754,0.07051178502118852
10,-0.03333333333333333,-0.03333333333333333,0.8238095238095238,0.10952380952380952,0.8238095238095238,0.06981698883796762,0.06919509654592058,0.06999037799630657,0.06976293843407992,0.07037667820168426
11,0.10952380952380952,-0.03333333333333333,0.10952380952380952,0.3952380952380952,0.5380952380952381,0.07020254344343034,0.0692304484207595,0.06996606167734841,0.0702766749067289,0.0700633316922385
12,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.8238095238095238,0.06971530917679505,0.06975245070619981,0.07025451475264011,0.07012703966954807,0.07037180169886507
13,0.10952380952380952,-0.03333333333333333,0.2523809523809524,-0.03333333333333333,0.3952380952380952,0.07015500975229819,0.07024358998223454,0.06993298715354963,0.07024252279558296,0.06959402109911522
14,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.9666666666666667,0.06992750737221305,0.06964569920657127,0.06976339878788398,0.0700546428655917,0.07070996712307445
15,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.9666666666666667,0.06912603893281026,0.06941304999787927,0.07058632629759634,0.06970698519888108,0.07057631005497332
16,0.2523809523809524,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.10952380952380952,0.07030958107325871,0.06949010623193888,0.0698735521881024,0.07048036518501943,0.06945413751341464
17,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.2523809523809524,0.06962201000396899,0.0699518096450542,0.07002674804793582,0.07048931516255516,0.0696225285445176
18,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.10952380952380952,0.06971488508777526,0.0697160134104556,0.06966099494365285,0.06991869799366093,0.06943251726055187
19,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.2523809523809524,0.07027671359418224,0.06958795710740914,0.0700694187981225,0.07040807901964533,0.0698503713900226
20,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.2523809523809524,0.0694310751558415,0.06948470418598428,0.07027334539934069,0.07055948227515435,0.07006338432837288
21,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.9666666666666667,0.06981831193861278,0.06964689194306876,0.07013135185815635,0.07099894814048235,0.07073914907057642
22,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.8238095238095238,0.07024468223365447,0.06957094317123982,0.06988610368938974,0.06990671981067777,0.0701785540416719
23,0.10952380952380952,-0.03333333333333333,0.10952380952380952,0.2523809523809524,0.3952380952380952,0.0699192173808953,0.07046978670738102,0.06962396286385235,0.07033352077237734,0.07037473439364712
24,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.5380952380952381,0.2523809523809524,0.06972019385465096,0.06980922401523594,0.06952727184264101,0.07055165109843586,0.07021639829698184
25,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.3952380952380952,0.0694653978384367,0.07024525843793109,0.06975775525237497,0.07022876765521295,0.07022182658040457
26,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.9666666666666667,0.06928995700300404,0.06971515119953446,0.06998768205601137,0.06991130343557125,0.07043097601479133
27,0.10952380952380952,-0.03333333333333333,0.10952380952380952,0.10952380952380952,0.2523809523809524,0.06983960341510563,0.07020090674485578,0.06934195761159048,0.06995237597740747,0.07022036217342657
28,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,-0.03333333333333333,0.10952380952380952,0.0697476199694275,0.07033629635450278,0.0700146493710678,0.06983853296419804,0.07048058412655932
29,-0.03333333333333333,-0.03333333333333333,0.10952380952380952,0.10952380952380952,0.5380952380952381,0.06951026742933146,0.06948785914968943,0.07001555206614271,0.07078402118272623,0.0706311671777846
30,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.10952380952380952,0.06941437274014711,0.06999161360564436,0.06981828153742482,0.07035014821072928,0.07038719363553302
31,0.10952380952380952,-0.03333333333333333,0.8238095238095238,0.2523809523809524,0.8238095238095238,0.06982835025140623,0.06992030326012826,0.06985288795217502,0.07046988411336799,0.07020164050726606
32,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.3952380952380952,0.07023394988143306,0.06953336753185813,0.07044071906531119,0.06994381085436778,0.07039806071390382
33,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.8238095238095238,0.06964615154912503,0.06957572182895216,0.06960653857757666,0.06976156024227335,0.07077281019737745
34,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.8238095238095238,0.07024826492293504,0.06966422327226915,0.06992473363156755,0.06968911835879826,0.07060476319955332
35,0.2523809523809524,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.9666666666666667,0.06901052041556369,0.06979115108512421,0.07046065444567384,0.06995347743761378,0.07035114896326661
36,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.2523809523809524,0.06973814898136711,0.06968620429092803,0.06975223036937839,0.07055329615887243,0.07044523895785836
37,-0.03333333333333333,-0.03333333333333333,0.3952380952380952,0.2523809523809524,0.3952380952380952,0.06970555244819403,0.0701489494126217,0.0696460054931815,0.07042942908790127,0.07064549794052893
38,0.2523809523809524,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.2523809523809524,0.07001527763662313,0.06998715152111752,0.06927479329042402,0.0703902996332093,0.07018596429552362
39,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.10952380952380952,0.0699464538227872,0.07023015600929527,0.06974277979799853,0.06981284886852604,0.07000981209561448
40,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.10952380952380952,0.0699976864091264,0.0693190528586772,0.06922519505495975,0.0699261910486373,0.07006204533594391
41,0.10952380952380952,0.10952380952380952,0.3952380952380952,0.2523809523809524,0.10952380952380952,0.06961083698204425,0.06987654963592939,0.06986121725319548,0.0702857566646196,0.07033740114970563
42,0.10952380952380952,-0.03333333333333333,0.8238095238095238,-0.03333333333333333,0.8238095238095238,0.07000749673028235,0.069525608650927,0.07007624510189125,0.0701342057482653,0.06980586098788466
43,-0.03333333333333333,-0.03333333333333333,0.10952380952380952,0.10952380952380952,0.8238095238095238,0.06977871095867128,0.07044502178061904,0.06963718766543939,0.06976806320208812,0.07033433009417706
44,0.3952380952380952,-0.03333333333333333,0.2523809523809524,0.10952380952380952,0.5380952380952381,0.07035064965561084,0.06996124044898304,0.0696067282354404,0.07016081257574829,0.07072440794815096
45,0.10952380952380952,-0.03333333333333333,0.10952380952380952,0.3952380952380952,0.8238095238095238,0.06984596666213844,0.07002303100378052,0.0699207945458927,0.06999998723202702,0.07065837565645187
46,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.3952380952380952,0.8238095238095238,0.06977982725389029,0.07005471331774073,0.06964823524075862,0.0702752927492442,0.07013448046676606
47,-0.03333333333333333,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.8238095238095238,0.06984172690765653,0.06993418986752856,0.07004956280421121,0.06996507646430758,0.07064631615717529
48,0.10952380952380952,-0.03333333333333333,0.2523809523809524,0.2523809523809524,0.10952380952380952,0.069583346041467,0.06939456404563225,0.06983185329973653,0.07052416307936432,0.07011064357158103
