,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8246157039924539,0.824425750611314,0.8248178579691327,9.375823222327539e-05
1,jaccard(top_bow),0.82467217309178,0.824366655058792,0.825131296424656,0.00015076687171382776
2,jaccard(top_tfidf),0.82470600393953,0.824381029726167,0.8250566630873423,0.00013644218619818121
3,jaccard(w2v_sif),0.8246533193133739,0.8243589789715091,0.8250263562466918,0.00012787633656456218
4,jaccard(w2v_weighted),0.8246919094616106,0.8244082955572338,0.8250829412849359,0.00012720833919860046
5,sas(bert),0.005840601503759397,-0.0037593984962406013,0.01729323308270677,0.004287650907710187
6,sas(top_bow),0.01643007518796992,-0.0016541353383458645,0.03203007518796993,0.006882886683845738
7,sas(top_tfidf),0.0048511278195488726,-0.007969924812030075,0.02150375939849624,0.005461197059808257
8,sas(w2v_sif),0.03211428571428572,0.006766917293233083,0.05518796992481203,0.009755602140974795
9,sas(w2v_weighted),0.029861654135338325,0.008872180451127821,0.0593984962406015,0.009624088155955302
