,sas(bert),sas(top_tfidf),sas(top_bow),sas(w2v_weighted),sas(w2v_sif),jaccard(bert),jaccard(top_tfidf),jaccard(top_bow),jaccard(w2v_weighted),jaccard(w2v_sif)
0,-0.04545454545454544,0.07575757575757577,-0.04545454545454544,0.196969696969697,-0.015151515151515138,0.03964026679616031,0.03965919557838506,0.03980096649759377,0.04004255281836283,0.04006734002191484
1,0.015151515151515166,0.07575757575757577,0.04545454545454547,0.25757575757575757,0.015151515151515166,0.03957992560860541,0.039729853677284405,0.03986342334062541,0.04005639347851164,0.04014835272970062
2,-0.04545454545454544,0.015151515151515166,-0.07575757575757575,0.25757575757575757,-0.015151515151515138,0.03965130203559354,0.039624208238681125,0.03982846752020843,0.0402073429590174,0.039995822055390186
3,-0.10606060606060605,0.13636363636363638,0.015151515151515166,0.10606060606060605,0.10606060606060605,0.039696445659637807,0.03971005553839965,0.03981331331829527,0.040119421987697,0.040199092005722505
4,0.015151515151515166,0.10606060606060605,0.015151515151515166,0.07575757575757577,0.015151515151515166,0.03968093828475953,0.03970645157882748,0.03984256853489726,0.04023380469276244,0.0401101766598197
5,-0.04545454545454544,0.015151515151515166,0.04545454545454547,0.196969696969697,0.07575757575757577,0.03971973016641511,0.03962578851909978,0.03984725919338872,0.04007723974740954,0.040293960167614745
6,0.015151515151515166,0.10606060606060605,0.10606060606060605,0.16666666666666666,0.10606060606060605,0.03959629391332323,0.03965564597821961,0.03979167899141053,0.04031034069201454,0.04018505005500598
7,-0.07575757575757575,-0.04545454545454544,0.10606060606060605,0.196969696969697,0.015151515151515166,0.039656565345785495,0.039686081935389965,0.039748728550665836,0.04010976188714003,0.04030705113826517
8,-0.04545454545454544,0.07575757575757577,-0.015151515151515138,0.10606060606060605,-0.04545454545454544,0.039609404558697076,0.0396463486972873,0.03977743299040815,0.04030767041718975,0.0401429495725415
9,0.07575757575757577,-0.015151515151515138,0.04545454545454547,0.196969696969697,-0.015151515151515138,0.03968380808696843,0.03962497502517286,0.03987191679743194,0.04026537729284773,0.04003424455511282
10,0.015151515151515166,0.04545454545454547,-0.04545454545454544,0.10606060606060605,0.07575757575757577,0.03965416527756023,0.039631439125538744,0.039738223771405956,0.04023753627349955,0.04010708338581364
11,0.07575757575757577,-0.07575757575757575,0.015151515151515166,0.015151515151515166,0.04545454545454547,0.03965450029094486,0.03979252760026421,0.03984320469463479,0.04020185455416145,0.04012058453227516
12,0.04545454545454547,-0.015151515151515138,-0.015151515151515138,0.196969696969697,0.22727272727272727,0.039635258176018054,0.039604223037916504,0.03979008349807371,0.04028505042121445,0.040099792149014386
13,0.07575757575757577,0.07575757575757577,-0.015151515151515138,-0.015151515151515138,0.07575757575757577,0.0398595880556713,0.039653040975799504,0.039755740323199826,0.040137715169672614,0.040022753096831724
14,0.04545454545454547,0.10606060606060605,0.015151515151515166,0.25757575757575757,0.196969696969697,0.039636328853965674,0.03972671968904452,0.039736512751109246,0.04015259990756715,0.040386443549469915
15,-0.015151515151515138,0.07575757575757577,0.10606060606060605,0.16666666666666666,-0.015151515151515138,0.039600802714623226,0.03964736200647364,0.03977469409434861,0.040186411891557076,0.04016679931508303
16,0.015151515151515166,0.07575757575757577,-0.015151515151515138,0.04545454545454547,0.10606060606060605,0.039594061542051376,0.03965879912563477,0.0397229422272491,0.04013665113688069,0.040001490014134694
17,0.015151515151515166,0.04545454545454547,-0.015151515151515138,0.16666666666666666,0.04545454545454547,0.03961345757239741,0.03967979451853499,0.039781806921284,0.040211662702962385,0.04002764449374948
18,-0.015151515151515138,-0.015151515151515138,0.07575757575757577,0.13636363636363638,0.10606060606060605,0.039719832574723536,0.03963611214069041,0.03990922125667386,0.04015384615877258,0.040165123247294564
19,-0.04545454545454544,-0.04545454545454544,0.07575757575757577,0.07575757575757577,0.10606060606060605,0.03968654909447483,0.03965128709355693,0.039897629348699296,0.04006921799317354,0.040170298731108764
20,-0.04545454545454544,0.10606060606060605,0.07575757575757577,0.13636363636363638,0.10606060606060605,0.0396891657126786,0.039694959477284006,0.039876909132522245,0.04019562867540342,0.04019772377710605
21,0.04545454545454547,-0.015151515151515138,0.015151515151515166,0.13636363636363638,0.10606060606060605,0.03962135913722159,0.03962915191000339,0.03975367201592783,0.040268774591454726,0.04028852750557835
22,-0.015151515151515138,0.04545454545454547,-0.015151515151515138,0.04545454545454547,0.10606060606060605,0.03957760132566576,0.039599399015274934,0.039807267614679315,0.040078353813854065,0.04003245688964478
23,0.10606060606060605,0.07575757575757577,0.10606060606060605,0.07575757575757577,0.10606060606060605,0.039651284201989725,0.03973531720095822,0.03987091666420865,0.04019474413670865,0.040164197717578544
24,-0.015151515151515138,0.04545454545454547,0.015151515151515166,0.16666666666666666,0.13636363636363638,0.039623581965077044,0.039662553965549165,0.03971737342549205,0.04024182525687353,0.04012620271149372
25,-0.04545454545454544,0.015151515151515166,-0.04545454545454544,0.16666666666666666,0.13636363636363638,0.03969339158890902,0.039605627208941674,0.03975476363719648,0.040056538967936754,0.040288135208121745
26,-0.07575757575757575,-0.10606060606060605,0.04545454545454547,0.16666666666666666,0.10606060606060605,0.03956453272035438,0.03964215285449096,0.03973788964594515,0.04039988026856738,0.04015040644639196
27,-0.04545454545454544,0.07575757575757577,0.04545454545454547,0.10606060606060605,0.196969696969697,0.039660997237249515,0.03968969136534777,0.039771246716023646,0.04022115452219972,0.039988549811001264
28,-0.015151515151515138,0.07575757575757577,0.04545454545454547,0.31818181818181823,0.10606060606060605,0.039638491624471583,0.039608189049888956,0.03981683432461297,0.04006848001927748,0.040267809033251764
29,-0.04545454545454544,0.16666666666666666,-0.015151515151515138,0.13636363636363638,0.13636363636363638,0.039652249526272526,0.03964287277771371,0.03976881747632842,0.04033537725893015,0.04012683096594524
30,-0.13636363636363635,0.015151515151515166,-0.015151515151515138,0.28787878787878785,0.015151515151515166,0.03960643452330018,0.039701680668115684,0.039722300480017944,0.04030092316217919,0.04015725456202111
