,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8237862139710014,0.8236505884414085,0.8240224597001506,7.162000124191732e-05
1,jaccard(top_bow),0.823777748194186,0.8236033938144535,0.8240172834511277,7.863019254375352e-05
2,jaccard(top_tfidf),0.8237856762840626,0.8236307668075886,0.8239983363928883,7.665012105746523e-05
3,jaccard(w2v_sif),0.8237773151554169,0.8236109521612387,0.823979654486305,7.757173793792959e-05
4,jaccard(w2v_weighted),0.8237804100105366,0.8236135618840673,0.8240338090415757,7.902250845952221e-05
5,sas(bert),0.0033789473684210512,-0.008157894736842107,0.017105263157894735,0.005281032910184319
6,sas(top_bow),0.020199999999999996,0.0023684210526315787,0.042368421052631576,0.008386185125200833
7,sas(top_tfidf),0.00588421052631579,-0.008157894736842107,0.02552631578947368,0.007716716981792443
8,sas(w2v_sif),0.046389473684210515,0.017105263157894735,0.08868421052631578,0.011837885715260154
9,sas(w2v_weighted),0.04234736842105263,0.012894736842105264,0.08026315789473684,0.011858290080016329
