,scoreType,score
0,sas(bert),0.004736842105263157
1,sas(bert),0.02578947368421053
2,sas(bert),0.017368421052631575
3,sas(bert),0.011052631578947363
4,sas(bert),-0.0015789473684210548
5,sas(bert),0.021578947368421045
6,sas(bert),0.02368421052631578
7,sas(bert),0.004736842105263157
8,sas(bert),0.006842105263157892
9,sas(bert),0.004736842105263157
10,sas(bert),0.03421052631578947
11,sas(bert),0.03
12,sas(bert),-0.0015789473684210548
13,sas(bert),0.004736842105263157
14,sas(bert),0.006842105263157892
15,sas(bert),0.04473684210526316
16,sas(bert),0.008947368421052627
17,sas(bert),0.013157894736842105
18,sas(bert),0.006842105263157892
19,sas(bert),0.027894736842105264
20,sas(bert),0.011052631578947363
21,sas(bert),0.01526315789473684
22,sas(bert),0.0026315789473684154
23,sas(bert),0.01947368421052631
24,sas(bert),-0.0015789473684210548
25,sas(bert),0.0005263157894736803
26,sas(bert),0.017368421052631575
27,sas(bert),0.01947368421052631
28,sas(bert),0.013157894736842105
29,sas(bert),0.006842105263157892
30,sas(bert),-0.005789473684210532
31,sas(bert),0.01526315789473684
32,sas(bert),0.0026315789473684154
33,sas(bert),0.008947368421052627
34,sas(bert),0.004736842105263157
35,sas(bert),0.006842105263157892
36,sas(bert),0.032105263157894734
37,sas(bert),0.01947368421052631
38,sas(bert),0.006842105263157892
39,sas(bert),0.017368421052631575
40,sas(bert),0.017368421052631575
41,sas(bert),0.0005263157894736803
42,sas(bert),0.01947368421052631
43,sas(bert),0.01947368421052631
44,sas(bert),0.006842105263157892
45,sas(bert),-0.0015789473684210548
46,sas(bert),0.013157894736842105
47,sas(bert),-0.010000000000000002
48,sas(bert),0.02368421052631578
49,sas(bert),0.011052631578947363
50,sas(bert),0.01526315789473684
51,sas(bert),0.0026315789473684154
52,sas(bert),-0.0015789473684210548
53,sas(bert),0.0026315789473684154
54,sas(bert),0.01526315789473684
55,sas(bert),0.008947368421052627
56,sas(bert),0.021578947368421045
57,sas(bert),0.021578947368421045
58,sas(bert),0.032105263157894734
59,sas(bert),0.01947368421052631
60,sas(bert),0.017368421052631575
61,sas(bert),0.0005263157894736803
62,sas(bert),0.021578947368421045
63,sas(bert),0.008947368421052627
64,sas(bert),0.027894736842105264
65,sas(bert),0.0005263157894736803
66,sas(bert),0.03
67,sas(bert),0.02368421052631578
68,sas(bert),0.03421052631578947
69,sas(bert),0.013157894736842105
70,sas(bert),0.03842105263157894
71,sas(bert),0.011052631578947363
72,sas(bert),0.0005263157894736803
73,sas(bert),0.004736842105263157
74,sas(bert),0.013157894736842105
75,sas(bert),0.01947368421052631
76,sas(bert),0.006842105263157892
77,sas(bert),0.01947368421052631
78,sas(bert),0.027894736842105264
79,sas(bert),0.011052631578947363
80,sas(bert),0.03842105263157894
81,sas(bert),0.01947368421052631
82,sas(bert),0.027894736842105264
83,sas(bert),0.01526315789473684
84,sas(bert),-0.0015789473684210548
85,sas(bert),0.021578947368421045
86,sas(bert),0.008947368421052627
87,sas(bert),0.02578947368421053
88,sas(bert),0.03
89,sas(bert),0.021578947368421045
90,sas(bert),0.02368421052631578
91,sas(bert),0.013157894736842105
92,sas(bert),0.01526315789473684
93,sas(bert),0.02578947368421053
94,sas(bert),0.01526315789473684
95,sas(bert),0.01526315789473684
96,sas(bert),0.0026315789473684154
