,scoreType,score_mean,score_min,score_max,score_stdev
0,jaccard(bert),0.8234060481253361,0.8233156667316732,0.8235153027810349,4.486561725976627e-05
1,jaccard(top_bow),0.823391203996629,0.8232627725975783,0.8235785365670844,5.228029842254129e-05
2,jaccard(top_tfidf),0.8234061296776549,0.823298605301821,0.8235348409929252,5.597308058047673e-05
3,jaccard(w2v_sif),0.8234000892064591,0.8232942438933646,0.8235358222537964,5.521517477228612e-05
4,jaccard(w2v_weighted),0.8234013820640652,0.8232894131887357,0.8235710532827588,5.977214111664325e-05
5,sas(bert),0.00035789473684210137,-0.022631578947368423,0.017368421052631575,0.00772034210717904
6,sas(top_bow),0.026821052631578936,0.008947368421052627,0.05736842105263158,0.009867733805593009
7,sas(top_tfidf),0.006568421052631574,-0.014210526315789479,0.027894736842105264,0.008975151535500724
8,sas(w2v_sif),0.0684421052631579,0.036315789473684204,0.11,0.015604789119533854
9,sas(w2v_weighted),0.06589473684210527,0.03,0.11421052631578947,0.017546092361914557
